,0,1,2,3,4,5,6,7,8,9,10
0,0.16192392352968454,0.08257023245096207,0.06429742742329836,0.04680580925196409,0.04202282126061618,0.03128244006074965,0.03576233587227762,0.029166687512770295,0.0373645851504989,0.03471927996724844,
1,0.16054766811430454,0.1114285197108984,0.09237120859324932,0.08393135853111744,0.0774255059659481,0.07612879667431116,0.07409701962023973,0.07407656125724316,0.07422948721796274,0.07495652884244919,
2,0.14948540180921555,0.12873548455536366,0.09539755340665579,0.08767878729850054,0.08212791802361608,0.07629747688770294,0.07918969728052616,0.07601702213287354,0.08166131936013699,0.08387222420424223,
3,0.13048983551561832,0.14824811089783907,0.06980384141206741,0.056771818082779646,0.04843889595940709,0.04624034673906863,0.03859862266108394,0.038664859253913164,0.035006214398890734,0.038286838796921074,0.032652577618137
4,0.13241774961352348,0.08376237563788891,0.06990768015384674,0.055168962106108665,0.047564937733113766,0.04001988144591451,0.03755053225904703,0.03515293728560209,0.03508054045960307,0.03452052175998688,
5,0.14532109163701534,0.10340932942926884,0.08368793968111277,0.07193107344210148,0.06501547247171402,0.0618078475818038,0.06017758743837476,0.06303850235417485,0.06133556994609535,0.06726976903155446,
6,0.11714441701769829,0.10734338592737913,0.10275747627019882,0.08982203900814056,0.09090105444192886,0.07561822328716516,0.08417808078229427,0.07234773598611355,0.07870224444195628,0.06713856966234744,0.07474795216694474
7,0.117649020627141,0.1115133948624134,0.11013239622116089,0.10528985597193241,0.09170493856072426,0.09799464233219624,0.09182360954582691,0.0957899484783411,0.0874982662498951,0.09521465562283993,
8,0.12233391404151917,0.10003654286265373,0.10210628248751163,0.09012195002287626,0.08149145124480128,0.07507560076192021,0.07424665754660964,0.07370424177497625,0.07168739289045334,0.07530597713775933,
9,0.13805332779884338,0.11563798412680626,0.07578692864626646,0.06311163399368525,0.05430478136986494,0.04972270876169205,0.04461778840050101,0.04224076308310032,0.040624551475048065,0.04083015909418464,
