,0,1,2,3,4,5,6,7,8,9
0,0.10973739065229893,0.09428917989134789,0.086406035348773,0.0901295505464077,0.08399127144366503,0.0827468247152865,0.10483700409531593,0.08749693166464567,0.10209634527564049,0.10628379881381989
1,0.11315117590129375,0.08535290788859129,0.07238228432834148,0.06390593713149428,0.055819135159254074,0.05701827444136143,0.053047352470457554,0.05720372940413654,0.05592848872765899,0.05919026304036379
2,0.12018398381769657,0.0997753981500864,0.08671898767352104,0.07866899110376835,0.07666147965937853,0.07625487120822072,0.07851241528987885,0.07643646327778697,0.07617364544421434,0.07589051406830549
3,0.12330479361116886,0.10615618526935577,0.09378929995000362,0.07873473595827818,0.07433809153735638,0.07283897045999765,0.0705010611563921,0.07639800105243921,0.0706027066335082,0.06895537860691547
4,0.11615129373967648,0.10147833451628685,0.09024293534457684,0.08500932529568672,0.0839559929445386,0.09228469431400299,0.09179218858480453,0.09203343279659748,0.09746061079204082,0.12499126046895981
5,0.11431065946817398,0.09377964958548546,0.08098630607128143,0.0737243015319109,0.06528074946254492,0.06020100228488445,0.05578524526208639,0.06420413870364428,0.06048951647244394,0.055002682376652956
6,0.12094469554722309,0.09818354994058609,0.07988556008785963,0.0659684780985117,0.05886391759850085,0.05534569174051285,0.05465317936614156,0.05470386357046664,0.05514318938367069,0.0576536962762475
7,0.09794823080301285,0.07835628930479288,0.07215698063373566,0.06186980661004782,0.058164012152701616,0.0703161284327507,0.05635505262762308,0.058794460259377956,0.057535420171916485,0.0553677617572248
8,0.10702569968998432,0.08166039176285267,0.06445373594760895,0.04847397096455097,0.044929216150194407,0.03892487077973783,0.0472107594832778,0.03655877010896802,0.048591822385787964,0.03836606699042022
9,0.12689106725156307,0.11307254433631897,0.09466676786541939,0.0824636286124587,0.07121410500258207,0.07235356420278549,0.07063764985650778,0.07250301633030176,0.07722574286162853,0.08193333726376295
